gv_deactivate_account_reason_id,user_id,reason,created_at,updated_at
87ea83b7-36ab-48ec-a91e-bcf46249f647,fbcabfb2-0ba7-4f70-8618-151570a3e33f,This is temporary. I’ll be back.  ,2022-09-22 14:45:41.440878+05:45,2022-09-22 14:45:41.440878+05:45
a9977046-7791-423e-86f9-dc131c1bca0a,fbcabfb2-0ba7-4f70-8618-151570a3e33f,This is temporary. I’ll be back.  ,2022-09-22 14:55:38.006235+05:45,2022-09-22 14:55:38.006235+05:45
34db9ba8-5fe1-4eb9-a0e2-d25509ea1706,fbcabfb2-0ba7-4f70-8618-151570a3e33f,This is temporary. I’ll be back. s ,2022-09-22 16:19:47.023422+05:45,2022-09-22 16:19:47.023422+05:45
deb6d170-cbac-43c2-9e1e-aab657f2dde3,fbcabfb2-0ba7-4f70-8618-151570a3e33f,This is temporary. I’ll be back. vh ,2022-09-22 21:07:07.021358+05:45,2022-09-22 21:07:07.021358+05:45
83af92d6-b0eb-4bcb-a48a-de6ee31c1229,996f7793-086a-430d-9298-72c93341929e,This is temporary. I’ll be back. ni  ,2022-09-23 11:07:24.777379+05:45,2022-09-23 11:07:24.777379+05:45
3207a3d2-f4de-438e-8e59-0f319597df37,252cd5f2-28b5-48bf-85d8-4e70385a956f,This is temporary. I’ll be back.  ,2022-09-23 13:49:21.778551+05:45,2022-09-23 13:49:21.778551+05:45
a94bb535-19b5-4d28-9a26-d7c738be682f,b78cc45e-8d4a-4a94-93fc-7114ad3f545b,"I found a better alternative. hhshdhdudu
hjshdhd ",2022-09-26 09:55:04.284878+05:45,2022-09-26 09:55:04.284878+05:45
6774fe23-9a48-4123-ae40-1b21834ef5b4,3637ea6a-20b5-4cf6-ad33-d60461c33bf0,It’s expensive. DSP  ,2022-09-26 13:24:28.375613+05:45,2022-09-26 13:24:28.375613+05:45
e1909384-93b7-4848-a962-5d3e41160822,7d6846aa-9317-4bff-ab0b-6d93de571c47,It’s expensive. gygh ,2022-09-26 13:40:51.305663+05:45,2022-09-26 13:40:51.305663+05:45
71dfee0c-42ac-4002-a63c-201e46ecde88,252cd5f2-28b5-48bf-85d8-4e70385a956f,This is temporary. I’ll be back.  ,2022-09-26 14:04:20.980298+05:45,2022-09-26 14:04:20.980298+05:45
1ac29ca4-1048-4510-bd30-bb6cabf53a50,b78cc45e-8d4a-4a94-93fc-7114ad3f545b,It’s expensive. poizjjs ,2022-09-27 09:20:25.464309+05:45,2022-09-27 09:20:25.464309+05:45
5d63b7be-da4b-44fb-b51d-dd3aa0490066,b78cc45e-8d4a-4a94-93fc-7114ad3f545b,This is temporary. I’ll be back. Dr  ,2022-09-28 10:21:26.978376+05:45,2022-09-28 10:21:26.978376+05:45
63b77f98-e5d4-4e1b-a3b5-cba6b8d396ad,b78cc45e-8d4a-4a94-93fc-7114ad3f545b,I find this app too complex. hjh ,2022-09-28 10:25:36.681593+05:45,2022-09-28 10:25:36.681593+05:45
15c21eac-27d3-4720-b6e7-238ae6f67fe2,aafb86f9-5d59-48d7-baf2-20e99e6f39ab,I find this app too complex.  ,2022-09-28 14:23:06.022503+05:45,2022-09-28 14:23:06.022503+05:45
14bc25af-fc65-4a93-b218-a7f5220c4241,b78cc45e-8d4a-4a94-93fc-7114ad3f545b,It’s expensive.  ,2022-09-29 11:05:48.532993+05:45,2022-09-29 11:05:48.532993+05:45
c3cbf10b-4035-4e7c-97b6-f5e4bcba0110,1621c4da-dc63-4315-832c-be120ac0a474,This is temporary. I’ll be back.  ,2022-09-29 19:41:22.447317+05:45,2022-09-29 19:41:22.447317+05:45
6e7d2c57-19a4-4a90-bfda-375470e0d526,9f0692dd-a406-492f-a306-d570e025ca9f,This is temporary. I’ll be back.  ,2022-09-30 08:43:44.446309+05:45,2022-09-30 08:43:44.446309+05:45
be3f0ce8-1587-4215-b240-3b3d99a942a6,de273bbb-40cf-4efb-9f92-3f3b8a4d9512,It’s expensive.  ,2022-10-01 16:17:12.380896+05:45,2022-10-01 16:17:12.380896+05:45
c57e3b17-051b-4a6d-b4b8-162138791c96,f5f26d63-6464-45a0-84d3-a1b7fd8c3320,It’s expensive.  ,2022-10-01 16:18:23.655905+05:45,2022-10-01 16:18:23.655905+05:45
ca0e32a7-3636-41c7-a9f2-11179fd2b6c4,1e9f8075-adbd-4868-8459-c1951d06f40d,It’s expensive.  ,2022-10-02 00:02:05.547434+05:45,2022-10-02 00:02:05.547434+05:45
c126ac5f-6096-422d-a42f-4814c8fa44a0,888ae696-6569-4dbc-95be-64d2200468fb,This is temporary. I’ll be back.  ,2022-10-03 11:05:49.51364+05:45,2022-10-03 11:05:49.51364+05:45
d28a671d-60a6-42d9-b790-aa49a921d816,9523d8d1-f540-47ec-a29f-b4fdcf98ced6,It’s expensive.  ,2022-10-04 20:30:24.794189+05:45,2022-10-04 20:30:24.794189+05:45
5539a4b0-dbf8-4d45-8af0-3fd462d6d2ad,56114740-940e-402d-be08-f145942258af,This is temporary. I’ll be back.  ,2022-10-05 10:43:17.687277+05:45,2022-10-05 10:43:17.687277+05:45
7f7f6992-4847-45f6-a765-1d3e681551ea,ebcbf36f-d98c-4e2b-8fa9-612996e031d6,I find this app too complex.  ,2022-10-09 21:41:23.1179+05:45,2022-10-09 21:41:23.1179+05:45
079709f0-0b8b-4bb8-90de-0e4c7a042c90,83d8de06-836e-4c77-b2a6-e175d961baa4,I found a better alternative.  ,2022-10-13 16:23:46.509818+05:45,2022-10-13 16:23:46.509818+05:45
631f17fa-26cf-45c7-a902-57a1503d8648,e5981c35-7768-4e12-8a04-6624de1b3f3b,This is temporary. I’ll be back. it’s not what I thought it was  ,2022-10-15 10:15:50.986972+05:45,2022-10-15 10:15:50.986972+05:45
b186e695-d5e5-452c-af8f-41d3d7d9fb63,376a85f0-9bc4-4e3f-b5cc-865c1a4fdfbc,This is temporary. I’ll be back.  ,2022-10-15 18:27:57.155173+05:45,2022-10-15 18:27:57.155173+05:45
8a056c07-fea9-4aa8-a25a-3788ecf5fb8f,610ccbb5-c761-43ba-ac87-6b2fde7634d9,This is temporary. I’ll be back.  ,2022-10-15 21:01:29.070095+05:45,2022-10-15 21:01:29.070095+05:45
6ccdc81a-9207-412d-96e8-d3c17916f6d8,7dc00966-ecff-45b0-b10d-cfc37598e2a8,This is temporary. I’ll be back.  ,2022-10-16 23:42:14.146158+05:45,2022-10-16 23:42:14.146158+05:45
2df3dbfd-839c-4f63-aa5c-e976b303d6c8,09fae9a9-e0f4-4e41-b3ce-c74898d1659e,I find this app too complex.  ,2022-10-19 09:59:30.421001+05:45,2022-10-19 09:59:30.421001+05:45
5b9ec53b-4f08-45ec-ab8a-3ac311cab56b,6183ad8f-6ed7-4335-aca6-2612d4c88229,It’s expensive. Am seeking for money yet am asked to pay money. no it's unacceptable to me. ,2022-10-19 21:24:38.840883+05:45,2022-10-19 21:24:38.840883+05:45
bb6f46f5-f4e3-40bf-8e6e-ec7c5e084ade,15bfd542-e69c-4886-bae6-0a23e78d8ba3,I found a better alternative.  ,2022-10-23 06:39:19.228151+05:45,2022-10-23 06:39:19.228151+05:45
20c989c6-46e0-47c9-8ded-ac9d1ac3fcb9,56114740-940e-402d-be08-f145942258af,This is temporary. I’ll be back.  ,2022-10-26 09:26:53.950452+05:45,2022-10-26 09:26:53.950452+05:45
df07cbb3-b173-4e28-b52c-1b09364c52a3,5067614d-0f1c-47a2-84ef-c5103e25415b,This is temporary. I’ll be back.  ,2022-10-27 14:03:33.610794+05:45,2022-10-27 14:03:33.610794+05:45
5311f8d9-fb95-4214-b120-a7242550434e,dd65b260-b483-406a-bd5c-1495fe3f4cca,It’s expensive.  ,2022-11-05 07:02:38.400562+05:45,2022-11-05 07:02:38.400562+05:45
2b8c1562-3edd-4729-baef-71387bef8f5b,0d7c6e53-b39f-432a-bb39-8407617975eb,I found a better alternative.  ,2022-11-05 14:50:26.437502+05:45,2022-11-05 14:50:26.437502+05:45
5181ff93-0ee4-40ce-8dd2-60b701929e0f,a98abd0b-e42f-4c99-9360-3493d15c12fe,This is temporary. I’ll be back.  ,2022-11-07 02:04:00.844576+05:45,2022-11-07 02:04:00.844576+05:45
e87c5db2-fc1c-4bf7-83b4-2791299720cc,93d9b1bb-ee33-4757-8eb1-375b38129e7f,I find this app too complex. I didn’t create this account  ,2022-11-09 18:39:15.439807+05:45,2022-11-09 18:39:15.439807+05:45
1488e847-6eb2-49fa-85e4-5c94fb1694a6,08edb3f9-dc78-4531-babe-ca07e964fbca,I found a better alternative.  ,2022-11-10 00:54:43.725746+05:45,2022-11-10 00:54:43.725746+05:45
a587797a-e3e7-4c78-9fbe-13c1247082f9,bce3f098-205a-4360-9de1-fa2c5762caa5,This is temporary. I’ll be back.  ,2022-11-11 10:49:27.596287+05:45,2022-11-11 10:49:27.596287+05:45
f18224fe-00d0-4c20-b6ae-c73bd0178d26,22aee044-ecd0-45fb-8cd1-d0f7c31a8c5e,This is temporary. I’ll be back.  ,2022-11-13 13:56:26.640119+05:45,2022-11-13 13:56:26.640119+05:45
32d9c02a-59ea-4bce-a8b9-f91b2beb9458,4bf1f43d-7867-4479-99be-2e33d2e30c7d,I found a better alternative.  ,2022-11-14 12:29:31.025383+05:45,2022-11-14 12:29:31.025383+05:45
1c042210-99a5-480b-b88e-e2cd51260d6f,1a9f3427-63f0-4787-bc5c-49cbcd6daca0,I found a better alternative.  ,2022-11-15 16:19:21.20212+05:45,2022-11-15 16:19:21.20212+05:45
655a68fd-744e-473b-a842-c48e327dcf3e,fcda2041-ee34-479a-9bc9-66ddb65a14e8,It’s expensive.  ,2022-11-15 22:37:32.301499+05:45,2022-11-15 22:37:32.301499+05:45
be393d60-6b9f-4824-bc72-04027d6b27c4,2b7075f6-973e-49f1-a0f3-a0eaf633d804,This is temporary. I’ll be back.  ,2022-11-18 11:40:05.394981+05:45,2022-11-18 11:40:05.394981+05:45
41d1433f-9b6e-431c-ab64-66d3cf6e39f5,1dee1a7b-7a46-44c2-823e-d506f291bac4,I found a better alternative.  ,2022-11-20 03:43:39.895305+05:45,2022-11-20 03:43:39.895305+05:45
44a4b820-be6a-4c98-8595-0952dfaac8c7,db7b2db0-6b3c-4dd8-8f1b-d85a9121a6da,It’s expensive. Feels unsafe ,2022-11-20 13:03:48.426087+05:45,2022-11-20 13:03:48.426087+05:45
c79c7502-27dc-4cb9-a75b-43e36b05dd30,32ce9108-b4ea-4c93-ac03-8f446da9990a,This is temporary. I’ll be back.  ,2022-11-21 17:06:29.786779+05:45,2022-11-21 17:06:29.786779+05:45
1578b6df-3dd3-4c52-80b4-8c4cd3d99cf9,6c08cadc-7fc0-4949-9a6a-a39c74fa6afb,This is temporary. I’ll be back.  ,2022-11-22 19:29:54.670684+05:45,2022-11-22 19:29:54.670684+05:45
f84d2f1e-356e-4be0-a6c9-9a29e83fb3e7,ad66bc0a-085a-4b62-a550-f699608ea9f5,This is temporary. I’ll be back.  ,2022-11-22 20:43:20.946785+05:45,2022-11-22 20:43:20.946785+05:45
d8e1d38b-5804-4d6a-9431-b0107828547c,9a53a857-b552-4598-998b-5b8253be192c,It’s expensive.  ,2022-11-24 19:03:17.59101+05:45,2022-11-24 19:03:17.59101+05:45
853af7e2-abac-4c42-9ccc-4991f2954019,f6e6de0f-762d-4c17-984a-01b23ee83769,This is temporary. I’ll be back.  ,2022-11-27 06:44:28.020781+05:45,2022-11-27 06:44:28.020781+05:45
d5a83463-faa8-4a31-83ef-6d7711c51b36,b73acb0f-cdad-4ce5-8eed-bfc085ab7a68,This is temporary. I’ll be back.  ,2022-11-28 09:19:33.682093+05:45,2022-11-28 09:19:33.682093+05:45
85bd73ad-a8a8-4ffe-b74c-0e50479a2a6d,6b491f1d-d6f7-44bf-84fc-1489268125e5,This is temporary. I’ll be back.  ,2022-11-29 19:51:29.113513+05:45,2022-11-29 19:51:29.113513+05:45
d04bc285-f709-4c8c-8524-4913b408e2a7,dbafb43a-ee54-4448-afc5-95c2180c4e86,This is temporary. I’ll be back.  ,2022-11-29 20:41:46.312871+05:45,2022-11-29 20:41:46.312871+05:45
ed07e4f5-127a-45c1-b59b-0f10f62d34d8,4bb396d3-446f-4c7b-8544-61d5504da6a2,It’s expensive.  ,2022-11-29 23:42:19.028471+05:45,2022-11-29 23:42:19.028471+05:45
1e2c09e8-a764-4db3-ab4c-6a209c610c7d,1dc4a269-9447-4a1b-9098-a4130cbdd8b2,It’s expensive.  ,2022-11-30 09:54:32.026978+05:45,2022-11-30 09:54:32.026978+05:45
bb49b165-2964-4d4e-bbdf-8668da488535,48342b4c-f629-4180-ae9e-686215824757,This is temporary. I’ll be back.  ,2022-12-01 15:58:48.956096+05:45,2022-12-01 15:58:48.956096+05:45
c002d098-3676-449a-9b03-f3b75503bf6f,9a823e39-f259-4995-955e-d094e8858701,This is temporary. I’ll be back.  ,2022-12-04 04:23:49.750355+05:45,2022-12-04 04:23:49.750355+05:45
66a95e67-f210-41e2-9a3d-87d893c91fc8,6d0dc349-65bd-4992-84e1-9d1974384686,I find this app too complex.  ,2022-12-04 20:24:54.40446+05:45,2022-12-04 20:24:54.40446+05:45
12f3626c-85b7-49be-9386-15410fbbcfdf,6d0dc349-65bd-4992-84e1-9d1974384686,I find this app too complex.  ,2022-12-04 20:27:00.36778+05:45,2022-12-04 20:27:00.36778+05:45
300f93fa-0ca1-489e-b27a-81f853233c07,f8b4c601-71e1-4539-b7bc-948bee7660ab,It’s expensive.  ,2023-03-06 07:22:37.635273+05:45,2023-03-06 07:22:37.635273+05:45
3f568ca9-1314-4994-b491-a0c14e8e4e26,1dc4a269-9447-4a1b-9098-a4130cbdd8b2,This is temporary. I’ll be back.  ,2022-12-08 13:18:16.084568+05:45,2022-12-08 13:18:16.084568+05:45
f4f91213-bfc4-440c-a664-834af430527f,a6e5bbbf-aedf-4a5e-8de8-49f63abb8f63,This is temporary. I’ll be back.  ,2022-12-08 18:24:51.495378+05:45,2022-12-08 18:24:51.495378+05:45
94aa1d54-ae6d-473a-930a-88940d226aae,c7133c4f-9ff9-4792-9ea2-9e15c6008f81,I found a better alternative. ,2022-12-08 18:44:38.229261+05:45,2022-12-08 18:44:38.229261+05:45
731f98b9-f830-46e9-97e3-779b66bc5612,8a418a63-39f6-432e-8a6d-d2aa43ddb0b5,I found a better alternative. ,2022-12-12 10:40:52.160444+05:45,2022-12-12 10:40:52.160444+05:45
cc1d351d-e576-4548-bfa1-a29c48b7f901,84e11aed-9ec8-45a9-8d23-4442df6f75c8,I find this app too complex. ,2022-12-13 15:50:23.994199+05:45,2022-12-13 15:50:23.994199+05:45
4065924d-8fd2-4a5c-be6c-a2fa61ba8c7c,00983351-fae9-4fb6-8a7d-5e5ffd441518,I found a better alternative. your app sent me a message from someone who was attempting to either send porn or hack my phone.  ,2022-12-13 20:35:43.188973+05:45,2022-12-13 20:35:43.188973+05:45
ea7be559-669c-4934-94cc-920a60b5118b,31b5ebd2-7cd3-46f6-a626-bffdb3e1dc17,This is temporary. I’ll be back.  ,2022-12-13 20:47:21.458405+05:45,2022-12-13 20:47:21.458405+05:45
13dc9f81-e5f9-4a57-9a97-18a62ddfdefb,e8a7da3c-bb0a-4628-a466-3a64d6bdcaff,I found a better alternative.  ,2022-12-13 20:50:16.666169+05:45,2022-12-13 20:50:16.666169+05:45
a6f926b6-d254-4795-90ac-38f3be9ea78e,aee6f152-88c0-46fc-97fa-243ca48bbe8d,I found a better alternative. ,2022-12-14 04:32:40.050659+05:45,2022-12-14 04:32:40.050659+05:45
05ce386e-19d3-48ad-a347-e00a362c11d3,9a34881a-d287-4a85-b9cb-0745c2a9bdb4,I find this app too complex.  ,2022-12-14 04:49:06.519736+05:45,2022-12-14 04:49:06.519736+05:45
f4ca21ec-d90e-4747-8077-48e00baacb1d,e4a6f30a-58ba-4833-b50e-f0032ddc2883,I found a better alternative.  ,2022-12-14 05:21:32.383206+05:45,2022-12-14 05:21:32.383206+05:45
f3de6cc9-71f6-4875-acd7-4af25ed1eb4e,adc63fa7-a594-4918-9807-c389c4c53063,This is temporary. I’ll be back. too much porn notifications  ,2022-12-14 05:22:34.508836+05:45,2022-12-14 05:22:34.508836+05:45
60fdb9bf-f096-4e49-9f66-e49a5f95846b,bdb4e2a3-6cff-4c7f-a129-1da6e27e067b,"I found a better alternative. within a day, my info was breached and I'm being advertised sex, which likely leads to something like a virus or something equally nefarious. Very disappointed.  I doubt the intentions of the sounds themselves.  ",2022-12-14 06:45:31.274408+05:45,2022-12-14 06:45:31.274408+05:45
bff8c398-8a78-4ca0-88c3-ec635cad3dd5,07143a49-c317-48a7-ab82-f8252d499d5b,I found a better alternative. I got push messages from your app that appeared to be direct chat messages and actually take you to what seemed to be a porn app.,2022-12-14 07:28:35.260904+05:45,2022-12-14 07:28:35.260904+05:45
2f79d5e3-3ad4-4609-9f4f-cf2351366102,e4468644-7884-4033-8908-744e5cf70df0,I found a better alternative.  ,2022-12-14 07:51:04.747312+05:45,2022-12-14 07:51:04.747312+05:45
98bf6c9e-21e4-4815-9370-18ea3cdedf71,a14d3755-262d-4028-b720-5e9b477be9e8,"This is temporary. I’ll be back. I like the music,but not the app. I getting a porn spam by IT, and even after downloading the file I can't play it offline. Even few sec of wifi going off stop it. I will check maybe after some time you will make it better. ",2022-12-14 14:13:15.777064+05:45,2022-12-14 14:13:15.777064+05:45
9451ecae-7cee-4243-9166-be84a6d490e8,d70c9fbd-97e1-4ef4-ab81-fcfab4ea562a,I found a better alternative.  ,2022-12-15 02:55:25.338117+05:45,2022-12-15 02:55:25.338117+05:45
d21ce555-05c9-4858-b74e-e97ebb6006d0,73081fe2-9ee9-4673-a715-cebdec247e0d,This is temporary. I’ll be back.  ,2022-12-15 06:23:54.629783+05:45,2022-12-15 06:23:54.629783+05:45
e9198cfa-019a-41fb-a0f2-5b0e46f6c4fa,cb1db8d6-2f92-4479-a913-f2860ef88bac,This is temporary. I’ll be back.  ,2022-12-15 09:43:46.053174+05:45,2022-12-15 09:43:46.053174+05:45
8fc24a8c-1cef-4011-a6f0-d9c9d4d4a2df,de273bbb-40cf-4efb-9f92-3f3b8a4d9512,This is temporary. I’ll be back.  ,2022-12-15 09:44:38.602536+05:45,2022-12-15 09:44:38.602536+05:45
e9f96939-a245-4371-82f2-ae65bff45d92,9355095f-6d7f-47b6-b6fe-049f53f2320a,This is temporary. I’ll be back.  ,2022-12-15 14:57:29.003735+05:45,2022-12-15 14:57:29.003735+05:45
38e44bf7-41fa-41d1-ac28-d60dfa49e0dd,830a64e4-a2b9-47b4-8ae7-deb1e05d4e22,I found a better alternative. ,2022-12-15 19:09:29.867887+05:45,2022-12-15 19:09:29.867887+05:45
f482b763-3210-41fb-bdcf-de795ba5772c,e014ddaf-6440-4df2-b257-30912c00a431,It’s expensive.  ,2022-12-16 00:49:58.748876+05:45,2022-12-16 00:49:58.748876+05:45
2a9c5df1-32f7-42ec-8d76-61525e0c33f6,eac68f34-3fa6-4dc5-80bd-13794bba6901,This is temporary. I’ll be back.  ,2022-12-16 06:26:19.243398+05:45,2022-12-16 06:26:19.243398+05:45
32c5189e-3769-4fc2-9815-536c213cfd3f,106aba24-49a6-4d62-bfd5-7a4f027add4b,This is temporary. I’ll be back.  ,2022-12-16 15:55:16.922858+05:45,2022-12-16 15:55:16.922858+05:45
5dd77ca9-8773-49b6-88b8-8a3953d0b2a4,85e00218-4656-4c6d-ac1d-61fc259fdf87,I find this app too complex.  ,2022-12-16 23:30:16.270491+05:45,2022-12-16 23:30:16.270491+05:45
25f5c670-9267-4bdc-b029-1e30d6c77d14,85e00218-4656-4c6d-ac1d-61fc259fdf87,I find this app too complex.  ,2022-12-16 23:30:17.529282+05:45,2022-12-16 23:30:17.529282+05:45
59fd36c5-3722-40aa-83b6-018bd5fa3735,85e00218-4656-4c6d-ac1d-61fc259fdf87,I find this app too complex.  ,2022-12-16 23:30:18.409998+05:45,2022-12-16 23:30:18.409998+05:45
1a732e18-d041-4dc4-9091-7b118359a82a,85e00218-4656-4c6d-ac1d-61fc259fdf87,I find this app too complex. . ,2022-12-16 23:30:25.587333+05:45,2022-12-16 23:30:25.587333+05:45
2d203ba0-e50d-4035-952a-41db4227dfb0,ee3eb2a4-2f4d-415d-9aa9-db56d22f8a04,This is temporary. I’ll be back.  ,2022-12-18 01:10:22.108888+05:45,2022-12-18 01:10:22.108888+05:45
f7a296e7-2faa-4266-a369-5439c13e6754,ee3eb2a4-2f4d-415d-9aa9-db56d22f8a04,This is temporary. I’ll be back.  ,2022-12-18 01:10:55.895761+05:45,2022-12-18 01:10:55.895761+05:45
4402006e-1460-45a4-a165-8adf9d9e537a,275ad6a2-2a82-4b73-9e2f-31f21e36610e,I found a better alternative.  ,2022-12-19 09:42:09.547245+05:45,2022-12-19 09:42:09.547245+05:45
767abd2d-64ea-4e65-852e-14bd4a689072,f6598b8a-c692-4ee3-9c79-1715f0f77a8f,This is temporary. I’ll be back. ,2022-12-20 13:43:33.854558+05:45,2022-12-20 13:43:33.854558+05:45
12ec4431-6ad4-402c-aacd-a5e8e2d976eb,933f38b3-f8d9-416b-a096-5aafd95e8bc5,I found a better alternative.  ,2022-12-20 17:21:33.912602+05:45,2022-12-20 17:21:33.912602+05:45
5cbc2dd5-fe00-4e27-a4fe-5442bed1aafc,06743d4c-7612-4d00-98fe-f46790659a56,I found a better alternative.  ,2022-12-20 22:50:28.599158+05:45,2022-12-20 22:50:28.599158+05:45
7575b876-657f-4755-9481-f580eec8292a,06743d4c-7612-4d00-98fe-f46790659a56,I found a better alternative.  ,2022-12-20 22:51:13.302636+05:45,2022-12-20 22:51:13.302636+05:45
087903fe-c670-4d76-b783-af70fc2630f6,2c3f1d12-35a8-43e0-8975-4c2c12879e3d,This is temporary. I’ll be back. ,2022-12-21 19:18:54.599101+05:45,2022-12-21 19:18:54.599101+05:45
e0feb95e-a1f5-477d-a33d-8c9e901765c9,0c2d9e92-3a87-4dad-a6ce-1c5718214c5c,I found a better alternative.  ,2022-12-23 08:12:15.750126+05:45,2022-12-23 08:12:15.750126+05:45
7fdb4a99-6e0d-45b0-8d25-d205e80816a1,830d149e-8366-4d15-82bf-9cf2a7377eb4,This is temporary. I’ll be back.  ,2022-12-23 17:26:04.191089+05:45,2022-12-23 17:26:04.191089+05:45
48fc0bc5-9a71-42ec-9b98-a4d1daf91721,46164f71-6705-4276-8f3b-5c57fe521a2e,I found a better alternative. ,2022-12-27 03:04:59.750756+05:45,2022-12-27 03:04:59.750756+05:45
4ea7cf51-eace-43ad-9e86-fba47b9c6019,6e1e7abb-b652-4731-907f-44c76d09544d,It’s expensive.  ,2022-12-28 05:53:28.200546+05:45,2022-12-28 05:53:28.200546+05:45
ff736109-3996-4b99-9d99-f511ba258721,786838bb-a25b-40cf-b40b-70447d415090,It’s expensive.  ,2022-12-28 11:15:38.926978+05:45,2022-12-28 11:15:38.926978+05:45
d0bd5a86-07d0-4b27-8c31-cf87d36327b5,a4a19445-cc91-4d13-b378-7dba66400f68,This is temporary. I’ll be back.  ,2022-12-28 23:15:26.578694+05:45,2022-12-28 23:15:26.578694+05:45
04d73969-c70b-429d-920c-cb9fcd0746a7,a4a19445-cc91-4d13-b378-7dba66400f68,This is temporary. I’ll be back.  ,2022-12-28 23:15:29.766022+05:45,2022-12-28 23:15:29.766022+05:45
30e3a640-15fb-40da-98b7-a06ee65153e2,a4a19445-cc91-4d13-b378-7dba66400f68,This is temporary. I’ll be back.  ,2022-12-28 23:15:36.729311+05:45,2022-12-28 23:15:36.729311+05:45
86cfd60c-c4cf-46d2-87fc-eb974e0642b4,2bdd2da9-6ac4-433a-9477-8c45428fc7bc,I found a better alternative.  ,2022-12-30 19:44:25.533713+05:45,2022-12-30 19:44:25.533713+05:45
2793e11d-f796-4377-b8c5-b36322ad2480,afef3017-de3f-47b8-a234-614555c19111,"I found a better alternative. not better, youtube. ",2022-12-31 02:40:18.915806+05:45,2022-12-31 02:40:18.915806+05:45
d2683ccc-0d04-40b5-a121-f18c2315b17f,d551cfd6-ee82-43bc-9544-a9f1d0944627,I found a better alternative.  ,2022-12-31 19:39:34.571188+05:45,2022-12-31 19:39:34.571188+05:45
18b118c5-60a1-4923-8faf-5f56f93f9502,a883c898-d883-4a2e-a0b2-ea7de2557a54,I found a better alternative.  ,2023-01-04 05:02:10.446514+05:45,2023-01-04 05:02:10.446514+05:45
a445796a-3a3e-4a35-ae0a-0b04008f196a,460ec59b-aef8-45c3-856a-86f918f1bdbd,It’s expensive.  ,2023-01-04 16:07:30.48434+05:45,2023-01-04 16:07:30.48434+05:45
e8c533ed-70d6-4017-9895-de241557eb96,1d7af8de-fc6d-4291-b03f-7a87827dc8d7,I found a better alternative.  ,2023-01-05 00:45:21.304547+05:45,2023-01-05 00:45:21.304547+05:45
c67f3522-74db-4f4f-aaaa-2c343a19c3fb,a75e9071-b53e-4b3f-99d4-65b04cd2c560,It’s expensive.  ,2023-01-05 10:17:55.746614+05:45,2023-01-05 10:17:55.746614+05:45
c368f3da-451a-4c10-b394-c05a1821bb71,299eec6a-5e91-439a-ada6-fffffb65fcd3,I found a better alternative.  ,2023-01-05 20:06:23.085518+05:45,2023-01-05 20:06:23.085518+05:45
8acacf4d-f827-4e0a-9c27-c7bcbd3919c3,2462ae6b-73fd-4da4-9aa6-88a7470a0ca5,This is temporary. I’ll be back.  ,2023-01-06 06:31:58.189499+05:45,2023-01-06 06:31:58.189499+05:45
